Group num: 0, TC(X;Y_j): 284.094
comp26785_c0_seq1, 0.183
comp1916_c3_seq7, 0.176
comp84583_c0_seq1, 0.149
comp17292_c0_seq4, 0.148
comp30222_c0_seq1, 0.138
comp162103_c0_seq1, 0.000
comp139955_c0_seq2, 0.000
comp4337_c0_seq1, 0.000
comp5727_c0_seq4, 0.000
comp229007_c0_seq1, 0.000
comp284985_c0_seq2, 0.000
comp221471_c0_seq1, 0.000
comp23098_c0_seq1, 0.000
comp1077_c0_seq3, 0.000
comp16939_c0_seq3, 0.000
comp238868_c0_seq1, 0.000
comp21995_c0_seq2, 0.000
comp131913_c0_seq2, 0.000
comp63526_c0_seq1, 0.000
comp74012_c0_seq1, 0.000
comp184899_c0_seq1, 0.000
comp69946_c0_seq2, 0.000
Group num: 4, TC(X;Y_j): 84.196
comp29024_c0_seq1, 0.864
comp46470_c0_seq1, 0.824
comp9504_c0_seq1, 0.750
comp11142_c0_seq12, 0.471
comp221960_c0_seq1, 0.400
comp119486_c0_seq1, 0.387
comp136143_c0_seq11, 0.377
comp33672_c0_seq1, 0.364
comp69467_c0_seq1, 0.361
comp4352_c6_seq4, 0.359
comp463666_c0_seq1, 0.353
comp190284_c0_seq2, 0.350
comp305398_c0_seq1, 0.342
comp12714_c0_seq2, 0.341
comp4361_c1_seq7, 0.340
comp433886_c0_seq1, 0.340
comp192616_c0_seq2, 0.338
comp441729_c0_seq1, 0.337
comp500940_c0_seq1, 0.332
comp43077_c0_seq1, 0.329
comp297206_c0_seq1, 0.326
comp23781_c0_seq1, 0.326
comp276018_c0_seq4, 0.324
comp457166_c0_seq1, 0.324
comp3744_c3_seq6, 0.324
comp5676_c1_seq1, 0.323
comp33642_c0_seq1, 0.322
comp29201_c0_seq7, 0.321
comp312406_c0_seq1, 0.321
comp439731_c0_seq1, 0.321
comp4361_c1_seq5, 0.321
comp479069_c0_seq1, 0.320
comp343670_c0_seq1, 0.319
comp383049_c0_seq1, 0.319
comp147498_c0_seq2, 0.317
comp50535_c1_seq1, 0.317
comp397082_c0_seq1, 0.317
comp208978_c0_seq1, 0.317
comp97830_c1_seq3, 0.317
comp242811_c0_seq2, 0.316
comp57039_c0_seq4, 0.315
comp564_c14_seq20, 0.315
comp57039_c0_seq5, 0.315
comp3326_c6_seq22, 0.315
comp3326_c6_seq20, 0.314
comp30870_c0_seq2, 0.314
comp356433_c0_seq1, 0.314
comp451691_c0_seq1, 0.313
comp212402_c0_seq1, 0.312
comp429_c49_seq52, 0.312
comp149131_c0_seq1, 0.312
comp440946_c0_seq1, 0.311
comp356532_c0_seq1, 0.311
comp576_c3_seq3, 0.310
comp189307_c0_seq1, 0.309
comp494414_c0_seq1, 0.308
comp517920_c0_seq1, 0.307
comp437747_c0_seq1, 0.307
comp379661_c0_seq1, 0.307
comp453999_c0_seq1, 0.307
comp142379_c0_seq2, 0.306
comp517280_c0_seq1, 0.306
comp103918_c0_seq2, 0.306
comp181877_c0_seq1, 0.305
comp178342_c0_seq2, 0.305
comp485369_c0_seq1, 0.305
comp14941_c0_seq1, 0.305
comp193405_c0_seq1, 0.305
comp71945_c0_seq1, 0.304
comp380904_c0_seq1, 0.304
comp468173_c0_seq1, 0.304
comp23181_c0_seq1, 0.304
comp12264_c0_seq3, 0.303
comp315190_c0_seq1, 0.303
comp488313_c0_seq1, 0.302
comp115778_c0_seq1, 0.302
comp147715_c0_seq1, 0.301
comp114592_c0_seq3, 0.301
comp520145_c0_seq1, 0.301
comp218819_c0_seq1, 0.301
comp325939_c0_seq1, 0.301
comp219034_c0_seq1, 0.300
comp458647_c0_seq1, 0.300
comp434869_c0_seq1, 0.300
comp194559_c0_seq2, 0.299
comp404265_c0_seq1, 0.299
comp21105_c0_seq1, 0.298
comp80989_c1_seq2, 0.298
comp324113_c0_seq2, 0.298
comp271797_c0_seq1, 0.298
comp374068_c0_seq1, 0.297
comp15183_c0_seq2, 0.297
comp287365_c0_seq1, 0.297
comp75867_c0_seq12, 0.297
comp326306_c0_seq1, 0.296
comp3777_c0_seq1, 0.295
comp215930_c0_seq1, 0.294
comp70026_c0_seq2, 0.294
comp352816_c0_seq1, 0.294
comp300704_c0_seq1, 0.293
comp141648_c0_seq2, 0.293
comp1536_c3_seq1, 0.293
comp357549_c0_seq1, 0.293
comp431617_c0_seq1, 0.293
comp24833_c0_seq2, 0.292
comp146371_c1_seq1, 0.292
comp35927_c2_seq1, 0.292
comp248682_c0_seq1, 0.292
comp139435_c0_seq2, 0.292
comp429606_c0_seq2, 0.291
comp186399_c0_seq1, 0.291
comp366082_c0_seq1, 0.291
comp480057_c0_seq1, 0.291
comp309017_c0_seq1, 0.291
comp205461_c0_seq1, 0.291
comp309711_c0_seq2, 0.290
comp395701_c0_seq1, 0.290
comp293486_c0_seq1, 0.289
comp334708_c0_seq1, 0.288
comp105605_c0_seq1, 0.287
comp427047_c0_seq1, 0.287
comp468874_c0_seq1, 0.287
comp8641_c0_seq47, 0.286
comp264304_c0_seq1, 0.286
comp379552_c0_seq1, 0.286
comp94354_c0_seq4, 0.285
comp41814_c0_seq1, 0.285
comp91557_c0_seq1, 0.284
comp297489_c0_seq1, 0.284
comp260489_c0_seq1, 0.284
comp480916_c0_seq1, 0.284
comp5087_c2_seq2, 0.283
comp113252_c0_seq1, 0.282
comp183213_c0_seq1, 0.281
comp57039_c0_seq3, 0.281
comp329300_c0_seq1, 0.281
comp411250_c0_seq1, 0.281
comp97830_c1_seq1, 0.280
comp529387_c0_seq1, 0.280
comp426785_c0_seq1, 0.280
comp26529_c0_seq1, 0.280
comp228135_c0_seq1, 0.280
comp334176_c0_seq1, 0.280
comp263686_c0_seq1, 0.280
comp143466_c0_seq1, 0.280
comp1097_c5_seq28, 0.279
comp146091_c0_seq2, 0.278
comp77758_c0_seq1, 0.278
comp168166_c0_seq3, 0.278
comp42830_c0_seq2, 0.277
comp391631_c0_seq1, 0.276
comp133330_c0_seq1, 0.276
comp4246_c0_seq1, 0.276
comp42702_c0_seq2, 0.276
comp106169_c0_seq1, 0.276
comp239049_c0_seq1, 0.276
comp155901_c0_seq2, 0.275
comp110754_c0_seq1, 0.275
comp469641_c0_seq1, 0.275
comp16564_c0_seq10, 0.274
comp169692_c0_seq1, 0.274
comp238380_c0_seq1, 0.274
comp136338_c1_seq1, 0.274
comp271633_c0_seq1, 0.274
comp181012_c0_seq1, 0.274
comp40269_c1_seq3, 0.273
comp4376_c1_seq1, 0.273
comp407424_c0_seq1, 0.273
comp207071_c0_seq1, 0.272
comp71462_c0_seq1, 0.272
comp78905_c0_seq1, 0.271
comp385792_c0_seq1, 0.270
comp19168_c2_seq5, 0.270
comp15993_c0_seq9, 0.269
comp221287_c0_seq1, 0.268
comp127289_c0_seq1, 0.268
comp144532_c0_seq1, 0.267
comp100029_c0_seq1, 0.267
comp154436_c0_seq1, 0.267
comp43207_c1_seq2, 0.267
comp12_c247_seq3, 0.266
comp305251_c0_seq1, 0.266
comp179331_c0_seq1, 0.265
comp279789_c0_seq1, 0.264
comp154535_c0_seq1, 0.262
comp22219_c0_seq1, 0.261
comp221276_c0_seq1, 0.259
comp13360_c0_seq1, 0.259
comp1324_c31_seq52, 0.258
comp121549_c0_seq1, 0.258
comp326281_c0_seq1, 0.257
comp388272_c0_seq1, 0.255
comp353509_c0_seq1, 0.255
comp47619_c1_seq1, 0.254
comp9897_c2_seq5, 0.254
comp168078_c0_seq1, 0.253
comp138188_c0_seq1, 0.253
comp272340_c0_seq1, 0.253
comp128909_c0_seq1, 0.252
comp114806_c0_seq1, 0.252
comp87058_c0_seq1, 0.252
comp45300_c1_seq1, 0.251
comp179158_c0_seq1, 0.251
comp37760_c1_seq2, 0.249
comp162530_c0_seq1, 0.248
comp35687_c1_seq5, 0.246
comp6077_c3_seq2, 0.246
comp109032_c0_seq2, 0.245
comp168830_c0_seq1, 0.244
comp63539_c0_seq1, 0.244
comp42830_c0_seq1, 0.243
comp42009_c2_seq1, 0.243
comp456_c21_seq4, 0.241
comp30651_c0_seq1, 0.237
comp54808_c0_seq1, 0.235
comp28328_c0_seq1, 0.234
comp201555_c0_seq1, 0.234
comp192540_c0_seq1, 0.230
comp71198_c0_seq1, 0.229
comp63884_c0_seq1, 0.227
comp263427_c0_seq1, 0.227
comp82836_c0_seq1, 0.227
comp16564_c0_seq8, 0.225
comp416172_c0_seq1, 0.222
comp390362_c0_seq1, 0.218
comp10547_c4_seq1, 0.214
comp3043_c5_seq11, 0.214
comp48853_c0_seq1, 0.210
comp3283_c2_seq1, 0.210
comp99335_c0_seq1, 0.209
comp127292_c0_seq1, 0.208
comp74191_c0_seq1, 0.206
comp4398_c1_seq2, 0.205
comp2758_c4_seq1, 0.203
comp27315_c0_seq1, 0.202
comp376_c5_seq8, 0.196
comp1324_c31_seq30, 0.196
comp90186_c0_seq1, 0.195
comp28474_c1_seq2, 0.189
comp49633_c0_seq1, 0.188
comp83736_c0_seq1, 0.184
comp5015_c2_seq3, 0.170
comp612_c0_seq1, 0.167
comp66097_c0_seq1, 0.163
comp13677_c0_seq1, 0.161
comp855_c0_seq1, 0.157
comp10137_c0_seq1, 0.151
comp28392_c0_seq1, 0.143
comp423705_c0_seq1, 0.141
comp8571_c4_seq1, 0.137
comp23489_c0_seq1, 0.126
comp225_c61_seq1, 0.000
comp1516_c0_seq5, 0.000
comp76396_c1_seq1, 0.000
comp58728_c0_seq1, 0.000
comp54713_c0_seq1, 0.000
comp5102_c4_seq1, 0.000
comp14870_c0_seq1, 0.000
comp12872_c0_seq1, 0.000
comp227396_c0_seq1, 0.000
Group num: 5, TC(X;Y_j): 75.138
comp430213_c0_seq1, 0.314
comp165469_c0_seq1, 0.314
comp38736_c0_seq1, 0.287
comp49043_c0_seq2, 0.000
comp135743_c0_seq1, 0.000
comp456672_c0_seq1, 0.000
comp443443_c0_seq1, 0.000
comp411750_c0_seq1, 0.000
comp429_c53_seq2, 0.000
comp187111_c0_seq1, 0.000
comp382342_c0_seq1, 0.000
comp402608_c0_seq1, 0.000
comp75515_c1_seq2, 0.000
comp503694_c0_seq1, 0.000
comp520129_c0_seq1, 0.000
comp476816_c0_seq1, 0.000
comp192926_c0_seq1, 0.000
comp13540_c0_seq8, 0.000
comp533692_c0_seq1, 0.000
comp416712_c0_seq1, 0.000
comp517792_c0_seq1, 0.000
comp387332_c0_seq1, 0.000
comp64_c82_seq1, 0.000
comp8641_c0_seq3, 0.000
comp139080_c0_seq3, 0.000
comp29067_c0_seq1, 0.000
comp258884_c0_seq1, 0.000
comp493191_c0_seq1, 0.000
comp367787_c0_seq1, 0.000
comp497058_c0_seq1, 0.000
comp491962_c0_seq1, 0.000
comp365720_c0_seq1, 0.000
comp514236_c0_seq1, 0.000
comp261965_c0_seq1, 0.000
comp769_c1_seq1, 0.000
comp275877_c0_seq1, 0.000
comp256010_c0_seq3, 0.000
comp410979_c0_seq1, 0.000
comp347031_c0_seq1, 0.000
comp345461_c0_seq1, 0.000
comp438502_c0_seq1, 0.000
comp13797_c2_seq17, 0.000
comp201758_c0_seq1, 0.000
comp183964_c0_seq2, 0.000
comp205554_c0_seq1, 0.000
comp478646_c0_seq1, 0.000
comp503623_c0_seq1, 0.000
comp509582_c0_seq1, 0.000
comp500831_c0_seq1, 0.000
comp1324_c31_seq69, 0.000
comp1324_c31_seq73, 0.000
comp390751_c0_seq1, 0.000
comp359947_c0_seq2, 0.000
comp334095_c0_seq1, 0.000
comp191046_c0_seq1, 0.000
comp191046_c0_seq2, 0.000
comp11733_c3_seq1, 0.000
comp156038_c0_seq1, 0.000
comp297667_c0_seq1, 0.000
comp342667_c0_seq1, 0.000
comp61800_c1_seq2, 0.000
comp306020_c0_seq1, 0.000
comp433310_c0_seq1, 0.000
comp85930_c0_seq1, 0.000
comp42794_c0_seq34, 0.000
comp211675_c0_seq2, 0.000
comp248263_c0_seq2, 0.000
comp221530_c0_seq1, 0.000
comp352060_c0_seq1, 0.000
comp242288_c1_seq1, 0.000
comp380290_c0_seq1, 0.000
comp470418_c0_seq1, 0.000
comp473622_c0_seq1, 0.000
comp36636_c0_seq1, 0.000
comp68786_c0_seq1, 0.000
comp330846_c1_seq1, 0.000
comp59563_c1_seq1, 0.000
comp20993_c0_seq1, 0.000
comp315246_c0_seq1, 0.000
comp2165_c1_seq1, 0.000
comp528315_c0_seq1, 0.000
comp191723_c0_seq2, 0.000
comp191723_c0_seq4, 0.000
comp281060_c0_seq1, 0.000
comp331787_c0_seq1, 0.000
comp369512_c0_seq2, 0.000
comp493031_c0_seq1, 0.000
comp225541_c0_seq1, 0.000
comp441522_c0_seq1, 0.000
comp468337_c0_seq1, 0.000
comp20993_c0_seq2, 0.000
comp338251_c0_seq1, 0.000
comp176447_c0_seq1, 0.000
comp385000_c0_seq1, 0.000
comp517175_c0_seq1, 0.000
comp370837_c0_seq1, 0.000
comp79352_c0_seq3, 0.000
comp224765_c0_seq1, 0.000
comp379716_c0_seq1, 0.000
comp264_c92_seq1, 0.000
comp117634_c0_seq1, 0.000
comp69052_c0_seq1, 0.000
comp7188_c3_seq1, 0.000
comp133238_c0_seq3, 0.000
comp395783_c0_seq1, 0.000
comp361087_c0_seq1, 0.000
comp76374_c0_seq2, 0.000
comp1983_c1_seq9, 0.000
comp11142_c0_seq17, 0.000
comp520353_c0_seq1, 0.000
comp48942_c0_seq1, 0.000
comp169704_c0_seq1, 0.000
comp355816_c0_seq1, 0.000
comp63526_c0_seq2, 0.000
comp35493_c0_seq2, 0.000
comp304974_c0_seq1, 0.000
comp124315_c0_seq1, 0.000
comp390852_c0_seq1, 0.000
comp494063_c0_seq1, 0.000
comp271890_c0_seq1, 0.000
comp234284_c0_seq1, 0.000
comp80412_c0_seq3, 0.000
comp453421_c0_seq1, 0.000
comp80412_c0_seq2, 0.000
comp424674_c0_seq1, 0.000
comp65768_c2_seq1, 0.000
comp463877_c0_seq1, 0.000
comp90316_c0_seq1, 0.000
comp311363_c0_seq1, 0.000
comp187568_c0_seq1, 0.000
comp88258_c0_seq1, 0.000
comp384442_c0_seq1, 0.000
comp376909_c0_seq1, 0.000
comp367665_c0_seq1, 0.000
comp423893_c0_seq1, 0.000
comp381237_c0_seq1, 0.000
comp469577_c0_seq1, 0.000
comp314342_c0_seq1, 0.000
comp477659_c0_seq1, 0.000
comp402939_c0_seq1, 0.000
comp345322_c0_seq1, 0.000
comp264061_c0_seq1, 0.000
comp232566_c0_seq2, 0.000
comp369857_c0_seq1, 0.000
comp96665_c0_seq1, 0.000
comp10084_c0_seq1, 0.000
comp340298_c0_seq1, 0.000
comp185616_c0_seq1, 0.000
comp131219_c0_seq1, 0.000
comp519472_c0_seq1, 0.000
comp374284_c0_seq1, 0.000
comp490056_c0_seq1, 0.000
comp166361_c0_seq1, 0.000
comp83854_c0_seq1, 0.000
comp358041_c0_seq1, 0.000
comp12_c247_seq7, 0.000
comp5790_c3_seq1, 0.000
comp460209_c0_seq1, 0.000
comp477200_c0_seq1, 0.000
comp183231_c0_seq1, 0.000
comp326273_c0_seq1, 0.000
comp18132_c0_seq2, 0.000
comp18132_c0_seq4, 0.000
comp22655_c0_seq2, 0.000
comp386225_c0_seq1, 0.000
comp82858_c0_seq1, 0.000
comp475653_c0_seq1, 0.000
comp474621_c0_seq1, 0.000
comp1603_c15_seq12, 0.000
comp246774_c0_seq1, 0.000
comp51601_c0_seq1, 0.000
comp51601_c0_seq3, 0.000
comp84182_c0_seq1, 0.000
comp160638_c0_seq1, 0.000
comp332199_c0_seq1, 0.000
comp39390_c0_seq1, 0.000
comp417223_c0_seq1, 0.000
comp150775_c0_seq2, 0.000
comp406850_c0_seq1, 0.000
comp530581_c0_seq1, 0.000
comp4617_c0_seq1, 0.000
comp5102_c4_seq2, 0.000
comp485347_c0_seq1, 0.000
comp479982_c0_seq1, 0.000
comp303573_c0_seq2, 0.000
comp508162_c0_seq1, 0.000
comp483673_c0_seq1, 0.000
comp324332_c0_seq1, 0.000
comp10045_c1_seq1, 0.000
comp78139_c0_seq2, 0.000
comp52930_c0_seq1, 0.000
comp271406_c0_seq1, 0.000
comp164178_c0_seq2, 0.000
comp2798_c1_seq6, 0.000
comp2798_c1_seq18, 0.000
comp213972_c0_seq1, 0.000
comp245019_c0_seq1, 0.000
comp391344_c0_seq1, 0.000
comp194694_c0_seq2, 0.000
comp29335_c0_seq2, 0.000
comp517232_c0_seq1, 0.000
comp28531_c1_seq1, 0.000
comp20057_c0_seq2, 0.000
comp63011_c0_seq1, 0.000
comp191458_c0_seq1, 0.000
comp352610_c0_seq1, 0.000
comp323697_c0_seq1, 0.000
comp130232_c0_seq1, 0.000
comp512074_c0_seq1, 0.000
comp532621_c0_seq1, 0.000
comp36055_c0_seq3, 0.000
comp346878_c0_seq1, 0.000
comp15013_c0_seq1, 0.000
comp194694_c0_seq1, 0.000
comp198231_c0_seq3, 0.000
comp198231_c0_seq2, 0.000
comp348178_c0_seq1, 0.000
comp531560_c0_seq1, 0.000
comp228771_c0_seq1, 0.000
comp449350_c0_seq1, 0.000
comp183566_c0_seq1, 0.000
comp225303_c0_seq1, 0.000
comp3326_c6_seq50, 0.000
comp154525_c0_seq1, 0.000
comp19111_c0_seq1, 0.000
comp270086_c0_seq1, 0.000
comp148847_c0_seq1, 0.000
comp241052_c0_seq1, 0.000
comp480667_c0_seq1, 0.000
comp158544_c0_seq1, 0.000
comp298875_c0_seq1, 0.000
comp221190_c0_seq1, 0.000
comp264668_c0_seq1, 0.000
comp194866_c0_seq1, 0.000
comp280632_c0_seq1, 0.000
comp87595_c0_seq5, 0.000
comp423272_c0_seq1, 0.000
comp506888_c0_seq1, 0.000
comp29525_c3_seq3, 0.000
comp242645_c0_seq1, 0.000
comp8982_c0_seq1, 0.000
comp213386_c0_seq1, 0.000
comp170144_c0_seq1, 0.000
comp277382_c0_seq1, 0.000
comp329660_c0_seq1, 0.000
Group num: 6, TC(X;Y_j): 69.540
comp210315_c0_seq1, 0.326
comp248164_c0_seq1, 0.326
comp88353_c0_seq5, 0.324
comp53_c53_seq1, 0.314
comp11656_c1_seq5, 0.286
comp515806_c0_seq1, 0.285
comp438174_c0_seq1, 0.285
comp174358_c0_seq1, 0.285
comp56767_c1_seq1, 0.284
comp305318_c0_seq1, 0.272
comp196883_c1_seq2, 0.272
comp154963_c0_seq1, 0.272
comp296000_c0_seq1, 0.272
comp117670_c0_seq2, 0.271
comp5883_c0_seq3, 0.270
comp535519_c0_seq1, 0.267
comp429_c49_seq44, 0.267
comp530098_c0_seq1, 0.267
comp527483_c0_seq1, 0.267
comp379560_c0_seq1, 0.260
comp3326_c6_seq42, 0.254
comp529633_c0_seq1, 0.254
comp422711_c0_seq1, 0.254
comp5149_c2_seq3, 0.254
comp530822_c0_seq1, 0.251
comp319327_c0_seq1, 0.251
comp22638_c0_seq2, 0.249
comp464711_c0_seq1, 0.246
comp528317_c0_seq1, 0.245
comp3326_c6_seq43, 0.242
comp519332_c0_seq1, 0.237
comp113075_c0_seq1, 0.237
comp36302_c0_seq2, 0.236
comp534625_c0_seq1, 0.236
comp79292_c0_seq3, 0.224
comp3326_c6_seq32, 0.216
comp144081_c0_seq2, 0.210
comp83902_c0_seq1, 0.000
comp243468_c0_seq1, 0.000
comp324_c43_seq2, 0.000
comp449899_c0_seq1, 0.000
comp18402_c0_seq1, 0.000
comp476496_c0_seq1, 0.000
comp5149_c2_seq2, 0.000
comp3283_c2_seq3, 0.000
comp5149_c2_seq1, 0.000
comp507719_c0_seq1, 0.000
comp236705_c0_seq1, 0.000
comp139607_c0_seq1, 0.000
comp118718_c0_seq1, 0.000
comp7924_c3_seq6, 0.000
comp219634_c0_seq1, 0.000
comp283428_c0_seq1, 0.000
comp144081_c0_seq1, 0.000
comp20629_c0_seq2, 0.000
comp86552_c1_seq1, 0.000
comp1678_c6_seq1, 0.000
comp516131_c0_seq1, 0.000
comp535148_c0_seq1, 0.000
comp3806_c2_seq1, 0.000
comp115079_c0_seq1, 0.000
comp7924_c3_seq1, 0.000
comp7924_c3_seq2, 0.000
comp23132_c1_seq1, 0.000
comp7924_c3_seq3, 0.000
comp83305_c0_seq2, 0.000
comp303675_c0_seq1, 0.000
comp515830_c0_seq1, 0.000
comp506343_c0_seq1, 0.000
comp79659_c0_seq1, 0.000
comp236302_c0_seq1, 0.000
comp429_c49_seq23, 0.000
comp42794_c0_seq5, 0.000
comp376_c5_seq3, 0.000
comp384039_c0_seq1, 0.000
comp28192_c0_seq2, 0.000
comp4217_c0_seq3, 0.000
comp486445_c0_seq1, 0.000
comp393134_c0_seq1, 0.000
comp147474_c0_seq1, 0.000
comp283458_c0_seq1, 0.000
comp1097_c5_seq3, 0.000
comp1097_c5_seq16, 0.000
comp315787_c0_seq1, 0.000
comp82302_c0_seq2, 0.000
comp3929_c3_seq5, 0.000
comp3929_c3_seq6, 0.000
comp50199_c0_seq1, 0.000
comp206212_c0_seq2, 0.000
comp280137_c0_seq1, 0.000
comp122542_c0_seq1, 0.000
comp161614_c0_seq1, 0.000
comp31011_c0_seq1, 0.000
comp7241_c0_seq9, 0.000
comp515595_c0_seq1, 0.000
comp30868_c2_seq9, 0.000
comp323871_c0_seq1, 0.000
comp473566_c0_seq1, 0.000
comp3147_c7_seq2, 0.000
comp149698_c0_seq1, 0.000
comp72730_c0_seq1, 0.000
comp299442_c0_seq1, 0.000
comp427827_c0_seq1, 0.000
comp261792_c0_seq1, 0.000
comp454922_c0_seq1, 0.000
comp741_c0_seq4, 0.000
comp99004_c0_seq1, 0.000
comp529940_c0_seq1, 0.000
comp9979_c0_seq2, 0.000
comp495425_c0_seq1, 0.000
comp71874_c0_seq1, 0.000
comp56977_c0_seq3, 0.000
comp61055_c0_seq1, 0.000
comp83400_c0_seq1, 0.000
comp83400_c0_seq3, 0.000
comp83400_c0_seq4, 0.000
comp363427_c0_seq1, 0.000
comp11142_c0_seq2, 0.000
comp11142_c0_seq6, 0.000
comp11142_c0_seq13, 0.000
comp244898_c0_seq1, 0.000
comp422652_c0_seq1, 0.000
comp444522_c0_seq1, 0.000
comp23376_c2_seq1, 0.000
comp488810_c0_seq1, 0.000
comp487016_c0_seq1, 0.000
comp138161_c0_seq1, 0.000
comp138161_c0_seq3, 0.000
comp146928_c0_seq1, 0.000
comp24513_c0_seq1, 0.000
comp79433_c1_seq1, 0.000
comp335918_c0_seq1, 0.000
comp201056_c0_seq1, 0.000
comp212879_c0_seq1, 0.000
comp80613_c0_seq4, 0.000
comp1603_c15_seq20, 0.000
comp530183_c0_seq1, 0.000
comp224236_c0_seq1, 0.000
comp523624_c0_seq1, 0.000
comp2139_c1_seq7, 0.000
comp90644_c0_seq3, 0.000
comp24478_c0_seq3, 0.000
comp266622_c0_seq1, 0.000
comp79295_c0_seq1, 0.000
comp481165_c0_seq1, 0.000
comp69401_c0_seq2, 0.000
comp38691_c0_seq1, 0.000
comp475301_c0_seq1, 0.000
comp38691_c0_seq2, 0.000
comp392736_c0_seq1, 0.000
comp123784_c0_seq1, 0.000
comp23376_c2_seq6, 0.000
comp250640_c0_seq1, 0.000
comp27305_c0_seq3, 0.000
comp27305_c0_seq4, 0.000
comp425381_c0_seq1, 0.000
comp75867_c0_seq1, 0.000
comp75867_c0_seq2, 0.000
comp75867_c0_seq14, 0.000
comp65735_c0_seq1, 0.000
comp427314_c0_seq1, 0.000
comp85494_c0_seq1, 0.000
comp193011_c1_seq1, 0.000
comp131569_c0_seq1, 0.000
comp28545_c0_seq5, 0.000
comp20252_c0_seq3, 0.000
comp536653_c0_seq1, 0.000
comp126350_c0_seq1, 0.000
comp465211_c0_seq1, 0.000
comp203320_c0_seq5, 0.000
comp9746_c0_seq1, 0.000
comp392160_c0_seq1, 0.000
comp46522_c0_seq1, 0.000
comp17294_c2_seq3, 0.000
comp38691_c0_seq3, 0.000
comp18805_c0_seq1, 0.000
comp519346_c0_seq1, 0.000
comp117337_c0_seq2, 0.000
comp413729_c0_seq1, 0.000
comp405959_c0_seq3, 0.000
comp14728_c0_seq2, 0.000
comp180355_c0_seq2, 0.000
comp33780_c0_seq2, 0.000
comp501561_c0_seq1, 0.000
comp2798_c1_seq19, 0.000
comp64960_c0_seq1, 0.000
comp250036_c0_seq2, 0.000
comp354583_c0_seq1, 0.000
comp405453_c0_seq1, 0.000
comp520814_c0_seq1, 0.000
comp222407_c1_seq1, 0.000
comp520979_c0_seq1, 0.000
comp497059_c0_seq1, 0.000
comp244641_c0_seq1, 0.000
comp485245_c0_seq1, 0.000
comp434816_c0_seq1, 0.000
comp418921_c0_seq1, 0.000
comp319903_c0_seq1, 0.000
comp533681_c0_seq1, 0.000
comp504238_c0_seq1, 0.000
comp374753_c0_seq1, 0.000
comp15223_c0_seq3, 0.000
comp343198_c0_seq1, 0.000
comp3852_c0_seq1, 0.000
comp361726_c0_seq2, 0.000
comp20637_c1_seq2, 0.000
comp72799_c0_seq1, 0.000
comp107591_c0_seq5, 0.000
comp348517_c0_seq1, 0.000
comp4361_c1_seq18, 0.000
comp612_c0_seq2, 0.000
comp112070_c0_seq2, 0.000
comp241041_c0_seq1, 0.000
comp24833_c0_seq4, 0.000
comp461129_c0_seq1, 0.000
comp403660_c0_seq1, 0.000
comp467969_c0_seq1, 0.000
comp527627_c0_seq1, 0.000
comp477488_c0_seq1, 0.000
comp215714_c0_seq1, 0.000
comp169584_c0_seq1, 0.000
comp3326_c6_seq11, 0.000
comp3326_c6_seq35, 0.000
comp3326_c6_seq36, 0.000
comp3326_c6_seq44, 0.000
comp3326_c6_seq57, 0.000
comp244856_c0_seq1, 0.000
comp1916_c3_seq10, 0.000
Group num: 7, TC(X;Y_j): 63.066
comp31991_c0_seq2, 0.360
comp4361_c1_seq3, 0.359
comp30651_c0_seq2, 0.356
comp279734_c0_seq1, 0.354
comp88469_c0_seq1, 0.352
comp369177_c0_seq1, 0.351
comp492755_c0_seq1, 0.346
comp3326_c6_seq28, 0.343
comp3326_c6_seq9, 0.341
comp438616_c0_seq1, 0.339
comp239882_c0_seq1, 0.336
comp250812_c0_seq1, 0.335
comp361480_c0_seq1, 0.334
comp7048_c0_seq3, 0.333
comp213185_c0_seq1, 0.331
comp190123_c0_seq1, 0.331
comp281299_c0_seq1, 0.331
comp183903_c0_seq2, 0.329
comp245576_c0_seq1, 0.329
comp145316_c0_seq1, 0.327
comp381836_c0_seq1, 0.327
comp291667_c0_seq1, 0.323
comp3326_c6_seq58, 0.322
comp116083_c1_seq1, 0.322
comp413895_c0_seq1, 0.320
comp417518_c0_seq1, 0.320
comp207472_c0_seq1, 0.320
comp326130_c0_seq1, 0.318
comp287780_c0_seq1, 0.315
comp414223_c0_seq1, 0.314
comp323207_c0_seq1, 0.314
comp27978_c1_seq1, 0.313
comp19932_c0_seq9, 0.311
comp115259_c2_seq2, 0.310
comp255003_c0_seq1, 0.310
comp441043_c0_seq1, 0.309
comp57706_c0_seq1, 0.309
comp488753_c0_seq1, 0.309
comp320461_c0_seq1, 0.309
comp245375_c0_seq1, 0.307
comp170021_c0_seq1, 0.307
comp324522_c0_seq1, 0.306
comp433083_c0_seq1, 0.306
comp291689_c0_seq1, 0.306
comp670_c9_seq1, 0.305
comp475663_c0_seq1, 0.305
comp533708_c0_seq1, 0.305
comp356216_c0_seq1, 0.305
comp304726_c0_seq1, 0.302
comp9659_c0_seq1, 0.302
comp15201_c0_seq1, 0.302
comp458838_c0_seq1, 0.302
comp180627_c0_seq1, 0.302
comp393848_c0_seq1, 0.300
comp447689_c0_seq1, 0.300
comp6062_c9_seq1, 0.300
comp511071_c0_seq1, 0.299
comp315654_c0_seq1, 0.299
comp490529_c0_seq1, 0.298
comp269008_c0_seq1, 0.298
comp415519_c0_seq1, 0.298
comp24988_c0_seq1, 0.298
comp427950_c0_seq1, 0.298
