Group num: 0, TC(X;Y_j): 284.094
comp251574_c0_seq1, 0.297
comp41168_c0_seq1, 0.297
comp488106_c0_seq1, 0.296
comp68154_c0_seq1, 0.296
comp388112_c0_seq1, 0.296
comp354846_c0_seq1, 0.296
comp358123_c0_seq1, 0.295
comp257922_c0_seq1, 0.295
comp213767_c0_seq1, 0.295
comp282417_c0_seq1, 0.295
comp26401_c0_seq6, 0.295
comp368381_c0_seq1, 0.295
comp210996_c0_seq2, 0.295
comp500897_c0_seq1, 0.295
comp282739_c0_seq1, 0.295
comp227993_c0_seq1, 0.294
comp517991_c0_seq1, 0.294
comp62816_c0_seq2, 0.294
comp86742_c0_seq1, 0.294
comp478316_c0_seq1, 0.294
comp22103_c0_seq1, 0.293
comp233857_c0_seq1, 0.293
comp301154_c0_seq1, 0.293
comp225499_c0_seq1, 0.293
comp428920_c0_seq1, 0.292
comp391263_c0_seq1, 0.292
comp300205_c0_seq1, 0.292
comp412449_c0_seq1, 0.292
comp232419_c0_seq1, 0.292
comp246688_c0_seq1, 0.291
comp161304_c0_seq1, 0.290
comp27826_c3_seq2, 0.290
comp18396_c0_seq2, 0.289
comp4535_c6_seq1, 0.289
comp15228_c0_seq1, 0.289
comp331561_c0_seq1, 0.289
comp288801_c0_seq1, 0.289
comp425761_c0_seq1, 0.289
comp426876_c0_seq1, 0.288
comp174533_c0_seq1, 0.288
comp142379_c0_seq1, 0.288
comp404605_c0_seq1, 0.288
comp106648_c0_seq3, 0.287
comp383582_c0_seq1, 0.287
comp414183_c0_seq1, 0.287
comp218878_c0_seq1, 0.287
comp385942_c0_seq1, 0.287
comp366862_c0_seq2, 0.287
comp289406_c0_seq1, 0.286
comp4217_c0_seq7, 0.286
comp305910_c0_seq1, 0.286
comp507285_c0_seq1, 0.285
comp248253_c0_seq1, 0.285
comp400946_c0_seq1, 0.285
comp209662_c0_seq1, 0.285
comp350390_c0_seq1, 0.285
comp532235_c0_seq1, 0.285
comp350547_c0_seq1, 0.285
comp412697_c0_seq1, 0.285
comp2586_c9_seq1, 0.285
comp13179_c0_seq3, 0.284
comp1998_c0_seq1, 0.284
comp459529_c0_seq1, 0.284
comp373262_c0_seq1, 0.284
comp96648_c0_seq1, 0.284
comp101470_c0_seq1, 0.284
comp350531_c0_seq1, 0.284
comp165852_c0_seq1, 0.284
comp513707_c0_seq1, 0.283
comp393414_c0_seq1, 0.283
comp57039_c0_seq6, 0.282
comp78530_c0_seq6, 0.282
comp305073_c0_seq1, 0.282
comp235419_c0_seq1, 0.282
comp4196_c6_seq1, 0.281
comp87748_c0_seq1, 0.281
comp302949_c0_seq1, 0.281
comp303115_c0_seq1, 0.281
comp35658_c1_seq2, 0.281
comp2960_c0_seq2, 0.281
comp517720_c0_seq1, 0.280
comp88353_c0_seq1, 0.280
comp279168_c0_seq1, 0.280
comp57039_c0_seq2, 0.280
comp343289_c0_seq1, 0.280
comp139749_c0_seq1, 0.279
comp439340_c0_seq1, 0.279
comp107083_c1_seq1, 0.279
comp121708_c0_seq1, 0.278
comp222184_c0_seq1, 0.277
comp165_c53_seq1, 0.277
comp394079_c0_seq1, 0.277
comp23800_c1_seq1, 0.276
comp429_c49_seq28, 0.276
comp386772_c0_seq1, 0.275
comp134369_c0_seq1, 0.275
comp345898_c0_seq1, 0.275
comp349107_c0_seq1, 0.275
comp509647_c0_seq1, 0.275
comp2902_c0_seq2, 0.274
comp210359_c0_seq1, 0.274
comp204161_c0_seq1, 0.273
comp197720_c0_seq1, 0.272
comp23282_c1_seq1, 0.272
comp97577_c0_seq1, 0.271
comp12_c105_seq9, 0.269
comp357280_c0_seq1, 0.269
comp154556_c0_seq1, 0.269
comp9336_c0_seq1, 0.268
comp101846_c0_seq1, 0.268
comp1229_c3_seq1, 0.268
comp109351_c0_seq1, 0.268
comp99484_c0_seq2, 0.268
comp44073_c0_seq2, 0.268
comp418579_c0_seq1, 0.268
comp395598_c0_seq1, 0.268
comp74054_c0_seq1, 0.268
comp145905_c0_seq1, 0.268
comp429_c49_seq16, 0.267
comp233990_c0_seq1, 0.267
comp367977_c0_seq1, 0.266
comp18149_c1_seq2, 0.264
comp79838_c0_seq5, 0.263
comp419_c0_seq1, 0.262
comp530989_c0_seq1, 0.262
comp197697_c1_seq2, 0.261
comp261298_c0_seq1, 0.261
comp215627_c0_seq1, 0.260
comp327795_c0_seq1, 0.260
comp228883_c0_seq1, 0.259
comp89754_c0_seq1, 0.259
comp43291_c0_seq1, 0.259
comp175373_c0_seq1, 0.258
comp387187_c0_seq1, 0.258
comp229381_c0_seq1, 0.258
comp207396_c0_seq1, 0.257
comp369688_c0_seq1, 0.256
comp498520_c0_seq1, 0.253
comp20252_c0_seq4, 0.251
comp195943_c0_seq2, 0.251
comp1621_c2_seq1, 0.249
comp241221_c0_seq1, 0.249
comp68951_c0_seq2, 0.245
comp71925_c0_seq1, 0.243
comp6450_c1_seq2, 0.241
comp197774_c0_seq1, 0.241
comp36492_c0_seq1, 0.239
comp26401_c0_seq4, 0.237
comp188420_c0_seq1, 0.235
comp56921_c0_seq1, 0.234
comp35658_c1_seq3, 0.233
comp126789_c0_seq2, 0.230
comp356309_c0_seq1, 0.229
comp12097_c0_seq1, 0.222
comp2231_c0_seq2, 0.221
comp44107_c0_seq1, 0.210
comp2417_c3_seq1, 0.192
comp134103_c0_seq1, 0.192
comp14160_c0_seq2, 0.191
comp38665_c0_seq1, 0.169
comp19932_c0_seq1, 0.167
comp35895_c1_seq1, 0.160
comp17685_c1_seq2, 0.160
comp50148_c0_seq1, 0.159
comp24525_c3_seq1, 0.153
comp5600_c0_seq1, 0.145
comp33036_c0_seq1, 0.143
comp481182_c0_seq1, 0.124
comp9763_c0_seq2, 0.111
comp12359_c2_seq1, 0.111
comp15740_c0_seq1, 0.082
comp10791_c0_seq1, 0.081
comp12529_c0_seq1, 0.050
comp3022_c0_seq2, 0.038
comp3473_c0_seq1, 0.000
comp67692_c0_seq2, 0.000
comp48173_c0_seq3, 0.000
comp10312_c1_seq2, 0.000
comp69316_c0_seq1, 0.000
Group num: 2, TC(X;Y_j): 115.699
comp111142_c0_seq1, 0.364
comp316399_c1_seq1, 0.298
comp388043_c0_seq1, 0.282
comp102876_c0_seq2, 0.280
comp207166_c0_seq1, 0.000
comp139237_c0_seq2, 0.000
comp461848_c0_seq1, 0.000
comp106012_c0_seq3, 0.000
comp166678_c0_seq1, 0.000
comp378163_c0_seq1, 0.000
comp238854_c0_seq1, 0.000
comp159545_c0_seq1, 0.000
comp501552_c0_seq1, 0.000
comp199147_c0_seq1, 0.000
comp384516_c0_seq1, 0.000
comp319974_c0_seq1, 0.000
comp373201_c0_seq1, 0.000
comp533089_c0_seq1, 0.000
comp7452_c0_seq2, 0.000
comp7452_c0_seq1, 0.000
comp382142_c0_seq1, 0.000
comp274294_c0_seq2, 0.000
comp8641_c0_seq33, 0.000
comp8641_c0_seq34, 0.000
comp178553_c0_seq1, 0.000
comp157599_c1_seq1, 0.000
comp413317_c0_seq1, 0.000
comp480343_c0_seq1, 0.000
comp140710_c0_seq1, 0.000
comp209785_c0_seq1, 0.000
comp523968_c0_seq1, 0.000
comp198134_c0_seq1, 0.000
comp126438_c0_seq2, 0.000
comp282531_c0_seq1, 0.000
comp534549_c0_seq1, 0.000
comp27668_c0_seq1, 0.000
comp295298_c0_seq1, 0.000
comp149242_c0_seq2, 0.000
comp395543_c0_seq1, 0.000
comp275534_c0_seq1, 0.000
comp36339_c0_seq2, 0.000
comp36339_c0_seq1, 0.000
comp339133_c0_seq1, 0.000
comp298196_c0_seq1, 0.000
comp386217_c0_seq1, 0.000
comp109794_c0_seq1, 0.000
comp480782_c0_seq1, 0.000
comp181251_c0_seq2, 0.000
comp356532_c0_seq2, 0.000
comp493631_c0_seq1, 0.000
comp117544_c0_seq1, 0.000
comp39049_c0_seq3, 0.000
comp441536_c0_seq1, 0.000
comp318590_c0_seq1, 0.000
comp509061_c0_seq1, 0.000
comp254407_c0_seq1, 0.000
comp437123_c0_seq1, 0.000
comp115605_c0_seq1, 0.000
comp522346_c0_seq1, 0.000
comp225072_c0_seq1, 0.000
comp396140_c0_seq1, 0.000
comp234893_c0_seq1, 0.000
comp329510_c0_seq1, 0.000
comp530708_c0_seq1, 0.000
comp6917_c0_seq1, 0.000
comp325486_c0_seq1, 0.000
comp314956_c0_seq1, 0.000
comp394149_c0_seq1, 0.000
comp205107_c0_seq2, 0.000
comp125316_c0_seq1, 0.000
comp317230_c0_seq2, 0.000
comp137145_c0_seq1, 0.000
comp482223_c0_seq1, 0.000
comp915_c15_seq8, 0.000
comp355249_c0_seq1, 0.000
comp341670_c0_seq1, 0.000
comp400850_c0_seq1, 0.000
comp115077_c1_seq2, 0.000
comp380332_c0_seq1, 0.000
comp200357_c0_seq1, 0.000
comp407531_c0_seq2, 0.000
comp248376_c0_seq1, 0.000
comp11543_c0_seq1, 0.000
comp258306_c0_seq1, 0.000
comp308623_c0_seq1, 0.000
comp505989_c0_seq1, 0.000
comp446529_c0_seq1, 0.000
comp255635_c0_seq1, 0.000
comp217048_c0_seq3, 0.000
comp3633_c17_seq2, 0.000
comp446348_c0_seq1, 0.000
comp166599_c0_seq2, 0.000
comp227368_c0_seq3, 0.000
comp311365_c0_seq1, 0.000
comp311365_c0_seq2, 0.000
comp89460_c0_seq1, 0.000
comp38210_c1_seq2, 0.000
comp276803_c0_seq1, 0.000
comp25989_c0_seq1, 0.000
comp413455_c0_seq1, 0.000
comp138956_c0_seq1, 0.000
comp377436_c0_seq2, 0.000
comp376_c5_seq10, 0.000
comp73484_c0_seq3, 0.000
comp464078_c0_seq1, 0.000
comp119706_c0_seq1, 0.000
comp17_c10_seq3, 0.000
comp85537_c1_seq2, 0.000
comp132075_c0_seq2, 0.000
comp166335_c0_seq1, 0.000
comp10666_c2_seq10, 0.000
comp10666_c2_seq3, 0.000
comp152743_c0_seq1, 0.000
comp429_c49_seq41, 0.000
comp429_c49_seq2, 0.000
comp109901_c0_seq1, 0.000
comp41862_c0_seq1, 0.000
comp199364_c0_seq1, 0.000
comp11964_c3_seq1, 0.000
comp7241_c0_seq2, 0.000
comp418827_c0_seq1, 0.000
comp91238_c1_seq1, 0.000
comp304923_c0_seq1, 0.000
comp1130_c4_seq1, 0.000
comp463890_c0_seq1, 0.000
comp243178_c0_seq1, 0.000
comp519420_c0_seq1, 0.000
comp181487_c1_seq1, 0.000
comp529860_c0_seq1, 0.000
comp475276_c0_seq1, 0.000
comp273266_c0_seq1, 0.000
comp53990_c0_seq1, 0.000
comp118427_c0_seq2, 0.000
comp326887_c0_seq1, 0.000
comp115284_c0_seq2, 0.000
comp443140_c0_seq1, 0.000
comp457048_c0_seq1, 0.000
comp446550_c0_seq1, 0.000
comp518148_c0_seq1, 0.000
comp170188_c0_seq1, 0.000
comp13797_c2_seq23, 0.000
comp191283_c0_seq3, 0.000
comp166243_c0_seq1, 0.000
comp370203_c0_seq1, 0.000
comp421973_c0_seq1, 0.000
comp227072_c0_seq1, 0.000
comp531741_c0_seq1, 0.000
comp505576_c0_seq1, 0.000
comp182842_c0_seq1, 0.000
comp1350_c2_seq9, 0.000
comp458_c0_seq1, 0.000
comp468620_c0_seq1, 0.000
comp10817_c3_seq3, 0.000
comp10817_c3_seq2, 0.000
comp126789_c0_seq3, 0.000
comp59764_c0_seq1, 0.000
comp497768_c0_seq1, 0.000
comp79352_c0_seq4, 0.000
comp398731_c0_seq1, 0.000
comp517329_c0_seq1, 0.000
comp483399_c0_seq1, 0.000
comp347025_c0_seq1, 0.000
comp207634_c0_seq1, 0.000
comp184549_c1_seq1, 0.000
comp175270_c0_seq1, 0.000
comp19900_c0_seq2, 0.000
comp253884_c0_seq1, 0.000
comp414456_c0_seq2, 0.000
comp199137_c0_seq1, 0.000
comp473726_c0_seq1, 0.000
comp475278_c0_seq1, 0.000
comp280235_c0_seq1, 0.000
comp348472_c1_seq1, 0.000
comp313905_c0_seq1, 0.000
comp576_c3_seq5, 0.000
comp191283_c0_seq2, 0.000
comp576_c3_seq1, 0.000
comp382218_c0_seq1, 0.000
comp91972_c0_seq1, 0.000
comp244898_c0_seq2, 0.000
comp244914_c0_seq3, 0.000
comp98629_c0_seq1, 0.000
comp57866_c0_seq1, 0.000
comp438451_c0_seq1, 0.000
comp282279_c0_seq1, 0.000
comp131151_c0_seq2, 0.000
comp523104_c0_seq1, 0.000
comp533648_c0_seq1, 0.000
comp194700_c1_seq1, 0.000
comp515212_c0_seq1, 0.000
comp210893_c0_seq1, 0.000
comp515716_c0_seq1, 0.000
comp127316_c0_seq2, 0.000
comp185146_c0_seq1, 0.000
comp394739_c0_seq1, 0.000
comp6630_c0_seq1, 0.000
comp346104_c0_seq1, 0.000
comp163858_c0_seq1, 0.000
comp299964_c0_seq1, 0.000
comp427731_c0_seq1, 0.000
comp148671_c0_seq2, 0.000
comp210701_c0_seq2, 0.000
comp525940_c0_seq1, 0.000
comp329220_c0_seq1, 0.000
comp293142_c0_seq1, 0.000
comp535357_c0_seq1, 0.000
comp298395_c0_seq1, 0.000
comp265_c23_seq2, 0.000
comp518736_c0_seq1, 0.000
comp343617_c0_seq1, 0.000
comp29977_c0_seq2, 0.000
comp448805_c0_seq1, 0.000
comp315948_c0_seq1, 0.000
comp265_c10_seq5, 0.000
comp265_c10_seq1, 0.000
comp429213_c0_seq1, 0.000
comp121391_c0_seq1, 0.000
comp288640_c0_seq1, 0.000
comp12_c105_seq3, 0.000
comp504052_c0_seq1, 0.000
comp525695_c0_seq1, 0.000
comp68694_c0_seq1, 0.000
comp237237_c0_seq1, 0.000
comp35437_c0_seq1, 0.000
comp435886_c0_seq1, 0.000
comp429606_c0_seq1, 0.000
comp65101_c0_seq2, 0.000
comp462332_c0_seq1, 0.000
comp290037_c0_seq1, 0.000
comp223457_c0_seq2, 0.000
comp371896_c0_seq1, 0.000
comp274297_c0_seq1, 0.000
comp106986_c0_seq4, 0.000
comp342092_c0_seq1, 0.000
comp274947_c0_seq1, 0.000
comp315210_c0_seq1, 0.000
comp16237_c0_seq2, 0.000
comp391417_c0_seq1, 0.000
comp362562_c0_seq1, 0.000
comp211094_c0_seq3, 0.000
comp525825_c0_seq1, 0.000
comp196832_c0_seq2, 0.000
comp296066_c0_seq1, 0.000
comp504436_c0_seq1, 0.000
comp508705_c0_seq1, 0.000
comp383742_c0_seq1, 0.000
comp397586_c0_seq1, 0.000
comp290234_c0_seq1, 0.000
comp338018_c0_seq2, 0.000
comp343055_c0_seq1, 0.000
comp341141_c0_seq1, 0.000
comp537039_c0_seq1, 0.000
comp351605_c0_seq1, 0.000
comp233775_c2_seq1, 0.000
comp102548_c0_seq4, 0.000
comp443968_c0_seq1, 0.000
comp273772_c0_seq1, 0.000
comp511419_c0_seq1, 0.000
comp466689_c0_seq1, 0.000
comp450231_c0_seq1, 0.000
comp72765_c0_seq1, 0.000
comp317977_c0_seq2, 0.000
comp63214_c0_seq2, 0.000
comp444445_c0_seq1, 0.000
comp258906_c0_seq1, 0.000
comp137041_c0_seq3, 0.000
comp299859_c0_seq1, 0.000
comp276872_c0_seq1, 0.000
comp238159_c0_seq1, 0.000
comp479568_c0_seq1, 0.000
comp537636_c0_seq1, 0.000
comp518826_c0_seq1, 0.000
comp48963_c0_seq1, 0.000
comp162390_c0_seq1, 0.000
comp449242_c0_seq1, 0.000
comp1603_c15_seq15, 0.000
comp532169_c0_seq1, 0.000
comp366217_c0_seq1, 0.000
comp319083_c0_seq1, 0.000
comp144400_c0_seq1, 0.000
comp150130_c0_seq3, 0.000
comp433319_c0_seq1, 0.000
comp31393_c1_seq2, 0.000
comp132393_c0_seq2, 0.000
comp143617_c0_seq1, 0.000
comp4352_c6_seq1, 0.000
comp5526_c0_seq6, 0.000
comp253664_c0_seq1, 0.000
comp453779_c0_seq1, 0.000
comp188404_c0_seq2, 0.000
comp26311_c0_seq5, 0.000
comp366392_c0_seq1, 0.000
comp405635_c0_seq1, 0.000
comp431954_c0_seq1, 0.000
comp486467_c0_seq1, 0.000
comp48173_c0_seq1, 0.000
comp363507_c0_seq1, 0.000
comp308497_c0_seq1, 0.000
comp5889_c0_seq2, 0.000
comp285531_c0_seq1, 0.000
comp100334_c1_seq1, 0.000
comp446146_c0_seq1, 0.000
comp447655_c0_seq1, 0.000
comp45003_c0_seq1, 0.000
comp457189_c0_seq1, 0.000
comp448587_c0_seq1, 0.000
comp343633_c0_seq1, 0.000
comp297622_c0_seq1, 0.000
comp528733_c0_seq1, 0.000
comp474151_c0_seq1, 0.000
comp124311_c0_seq2, 0.000
comp520261_c0_seq1, 0.000
comp62447_c0_seq2, 0.000
comp99484_c0_seq1, 0.000
comp213616_c0_seq2, 0.000
comp422544_c0_seq1, 0.000
comp140562_c0_seq1, 0.000
comp148932_c0_seq1, 0.000
comp6527_c0_seq1, 0.000
comp479292_c0_seq1, 0.000
comp30305_c0_seq2, 0.000
comp35362_c0_seq3, 0.000
comp520384_c0_seq1, 0.000
comp322069_c0_seq1, 0.000
comp102104_c0_seq1, 0.000
comp59004_c0_seq1, 0.000
comp235614_c0_seq1, 0.000
comp265221_c0_seq1, 0.000
comp2798_c1_seq12, 0.000
comp371797_c0_seq2, 0.000
comp515886_c0_seq1, 0.000
comp69664_c0_seq1, 0.000
comp536631_c0_seq1, 0.000
comp7863_c0_seq1, 0.000
comp429048_c0_seq1, 0.000
comp259498_c0_seq1, 0.000
comp42811_c0_seq3, 0.000
comp343198_c0_seq2, 0.000
comp116283_c0_seq1, 0.000
comp366126_c0_seq1, 0.000
comp80962_c0_seq2, 0.000
comp44632_c1_seq1, 0.000
comp244304_c0_seq2, 0.000
comp423556_c0_seq1, 0.000
comp493606_c0_seq1, 0.000
comp130565_c0_seq1, 0.000
comp238546_c0_seq1, 0.000
comp241513_c0_seq2, 0.000
comp241513_c0_seq1, 0.000
comp121432_c0_seq1, 0.000
comp433567_c0_seq2, 0.000
comp231452_c0_seq1, 0.000
comp480784_c0_seq1, 0.000
comp369876_c0_seq1, 0.000
comp312952_c0_seq1, 0.000
comp470660_c0_seq1, 0.000
comp397919_c0_seq1, 0.000
comp36961_c3_seq1, 0.000
comp413742_c0_seq1, 0.000
comp420085_c0_seq1, 0.000
comp196791_c0_seq1, 0.000
comp533477_c0_seq1, 0.000
comp49720_c0_seq5, 0.000
comp25209_c0_seq3, 0.000
comp294914_c0_seq2, 0.000
comp218128_c0_seq1, 0.000
comp333563_c0_seq1, 0.000
comp520014_c0_seq1, 0.000
comp6401_c0_seq2, 0.000
comp98929_c0_seq1, 0.000
comp347523_c0_seq1, 0.000
comp11554_c1_seq2, 0.000
comp253065_c0_seq1, 0.000
comp25209_c0_seq2, 0.000
comp6582_c2_seq2, 0.000
Group num: 3, TC(X;Y_j): 93.624
comp3401_c4_seq1, 1.790
comp499579_c0_seq1, 1.191
comp3401_c4_seq2, 0.733
comp17_c85_seq6, 0.589
comp36956_c0_seq2, 0.521
comp92051_c0_seq1, 0.521
comp114785_c0_seq1, 0.518
comp1536_c3_seq5, 0.446
comp24478_c0_seq1, 0.413
comp131848_c1_seq1, 0.399
comp34547_c0_seq1, 0.384
comp564_c14_seq15, 0.381
comp921_c5_seq1, 0.373
comp149412_c0_seq1, 0.371
comp233145_c0_seq2, 0.361
comp449_c12_seq2, 0.361
comp8641_c0_seq25, 0.360
comp12228_c2_seq3, 0.350
comp9708_c0_seq2, 0.346
comp517849_c0_seq1, 0.344
comp73249_c0_seq2, 0.344
comp311918_c0_seq1, 0.339
comp519245_c0_seq1, 0.339
comp115540_c1_seq1, 0.337
comp135838_c0_seq2, 0.337
comp11869_c2_seq1, 0.336
comp8641_c0_seq24, 0.336
comp50107_c0_seq1, 0.333
comp12137_c0_seq10, 0.330
comp262391_c0_seq1, 0.329
comp166046_c0_seq1, 0.329
comp397001_c0_seq1, 0.329
comp102242_c0_seq1, 0.328
comp343256_c0_seq2, 0.327
comp429_c49_seq26, 0.327
comp369459_c0_seq1, 0.326
comp247112_c0_seq1, 0.325
comp155226_c0_seq1, 0.324
comp3043_c5_seq8, 0.323
comp366862_c0_seq1, 0.323
comp455149_c0_seq1, 0.323
comp465420_c0_seq1, 0.322
comp24190_c1_seq2, 0.322
comp482864_c0_seq1, 0.322
comp418253_c0_seq1, 0.322
comp475958_c0_seq1, 0.322
comp326853_c0_seq1, 0.321
comp431957_c0_seq1, 0.321
comp467458_c0_seq1, 0.321
comp145282_c0_seq1, 0.321
comp468364_c0_seq1, 0.320
comp259332_c0_seq1, 0.319
comp192925_c0_seq1, 0.319
comp419664_c0_seq1, 0.318
comp8641_c0_seq48, 0.316
comp15537_c3_seq4, 0.316
comp429346_c0_seq1, 0.316
comp518685_c0_seq1, 0.316
comp503631_c0_seq1, 0.315
comp8659_c1_seq1, 0.315
comp67191_c0_seq3, 0.315
comp407176_c0_seq1, 0.314
comp60220_c1_seq2, 0.314
comp38210_c1_seq1, 0.314
comp103493_c0_seq1, 0.314
comp346164_c0_seq1, 0.313
comp125875_c0_seq1, 0.313
comp464777_c0_seq1, 0.313
comp117568_c0_seq1, 0.312
comp324420_c0_seq1, 0.312
comp199762_c0_seq2, 0.312
comp99662_c0_seq1, 0.312
comp270472_c0_seq1, 0.310
comp12_c247_seq1, 0.310
comp183132_c0_seq1, 0.310
comp146357_c0_seq1, 0.310
comp161129_c0_seq1, 0.310
comp57978_c0_seq1, 0.309
comp241861_c0_seq1, 0.309
comp56977_c0_seq1, 0.309
comp523196_c0_seq1, 0.309
comp108992_c1_seq1, 0.308
comp497220_c0_seq1, 0.308
comp150664_c0_seq1, 0.308
comp426374_c0_seq1, 0.308
comp125053_c0_seq2, 0.308
comp54952_c0_seq1, 0.308
comp469644_c0_seq1, 0.308
comp247202_c0_seq1, 0.308
comp35895_c1_seq2, 0.308
comp460608_c0_seq1, 0.308
comp346045_c0_seq1, 0.308
comp384107_c0_seq1, 0.308
comp147498_c0_seq1, 0.308
comp36817_c0_seq1, 0.307
comp95298_c0_seq1, 0.306
comp183903_c0_seq4, 0.306
comp184550_c0_seq1, 0.306
comp135641_c0_seq1, 0.305
comp458106_c0_seq1, 0.305
comp345644_c0_seq1, 0.305
comp21177_c0_seq1, 0.305
comp91394_c0_seq1, 0.305
comp440072_c0_seq1, 0.304
comp283303_c0_seq1, 0.304
comp254224_c0_seq1, 0.304
comp42794_c0_seq37, 0.304
comp221207_c0_seq1, 0.304
comp69664_c0_seq2, 0.303
comp182563_c0_seq1, 0.302
comp95225_c0_seq1, 0.302
comp146100_c0_seq1, 0.302
comp472914_c0_seq1, 0.302
comp93749_c0_seq1, 0.301
comp58515_c0_seq1, 0.301
comp218251_c0_seq1, 0.301
comp238380_c0_seq2, 0.300
comp521355_c0_seq1, 0.300
comp431361_c0_seq1, 0.299
comp50027_c0_seq2, 0.299
comp439361_c0_seq1, 0.298
comp343256_c0_seq1, 0.298
comp303712_c0_seq2, 0.298
comp280988_c0_seq1, 0.298
comp400973_c0_seq1, 0.298
comp81083_c0_seq2, 0.298
comp339110_c0_seq1, 0.298
comp30105_c0_seq2, 0.298
comp43087_c3_seq3, 0.297
comp2960_c0_seq5, 0.297
comp456881_c0_seq1, 0.297
comp208735_c0_seq1, 0.297
comp447836_c0_seq1, 0.297
comp503977_c0_seq1, 0.297
comp364993_c0_seq1, 0.296
comp420179_c0_seq1, 0.295
comp250719_c0_seq1, 0.295
comp1153_c4_seq2, 0.295
comp111431_c0_seq2, 0.294
comp53808_c0_seq1, 0.293
comp271445_c0_seq2, 0.292
comp86922_c1_seq2, 0.292
comp44980_c0_seq1, 0.292
comp56575_c0_seq1, 0.292
comp79838_c0_seq6, 0.291
comp427823_c0_seq1, 0.291
comp497981_c0_seq1, 0.291
comp12694_c0_seq3, 0.291
comp55228_c0_seq2, 0.291
comp346750_c0_seq1, 0.290
comp117767_c0_seq1, 0.290
comp324971_c0_seq1, 0.290
comp42794_c0_seq4, 0.289
comp502316_c0_seq1, 0.289
comp369889_c0_seq1, 0.289
comp29525_c3_seq1, 0.289
comp277013_c0_seq1, 0.288
comp513393_c0_seq1, 0.287
comp13540_c0_seq5, 0.287
comp62010_c0_seq3, 0.285
comp192007_c0_seq1, 0.285
comp9576_c1_seq1, 0.285
comp88236_c0_seq1, 0.285
comp383709_c0_seq1, 0.284
comp224364_c0_seq1, 0.284
comp525690_c0_seq1, 0.284
comp154388_c0_seq1, 0.284
comp1097_c5_seq35, 0.284
comp44997_c0_seq1, 0.284
comp43703_c1_seq1, 0.283
comp228450_c0_seq1, 0.283
comp75079_c0_seq1, 0.282
comp159500_c0_seq1, 0.282
comp73484_c0_seq2, 0.282
comp351335_c0_seq1, 0.282
comp11142_c0_seq4, 0.281
comp32104_c0_seq2, 0.281
comp535786_c0_seq1, 0.281
comp54578_c1_seq1, 0.280
comp328866_c0_seq1, 0.280
comp445147_c0_seq1, 0.280
comp86011_c0_seq1, 0.280
comp104091_c0_seq1, 0.280
comp314461_c0_seq1, 0.280
comp261323_c0_seq1, 0.279
comp271430_c0_seq1, 0.279
comp243287_c0_seq1, 0.279
comp22106_c0_seq3, 0.279
comp292453_c0_seq1, 0.278
comp62190_c0_seq2, 0.278
comp15204_c0_seq2, 0.278
comp266321_c0_seq1, 0.277
comp105051_c0_seq2, 0.277
comp60220_c1_seq1, 0.276
comp273517_c0_seq1, 0.276
comp278831_c0_seq1, 0.276
comp218606_c0_seq1, 0.276
comp6898_c2_seq7, 0.275
comp417857_c0_seq1, 0.275
comp464371_c0_seq1, 0.274
comp1958_c0_seq2, 0.273
comp72628_c0_seq2, 0.273
comp166104_c0_seq1, 0.273
comp15537_c3_seq2, 0.272
comp144293_c0_seq1, 0.272
comp219868_c0_seq1, 0.271
comp448753_c0_seq1, 0.269
comp191426_c0_seq1, 0.268
comp12_c46_seq2, 0.268
comp229780_c0_seq1, 0.267
comp324782_c0_seq1, 0.267
comp112357_c0_seq1, 0.266
comp93325_c0_seq1, 0.266
comp382910_c0_seq1, 0.265
comp143841_c0_seq3, 0.265
comp57039_c0_seq1, 0.265
comp3043_c5_seq4, 0.264
comp22292_c0_seq1, 0.263
comp144722_c0_seq1, 0.263
comp389206_c0_seq1, 0.262
comp318190_c0_seq1, 0.262
comp376_c5_seq2, 0.262
comp173906_c0_seq1, 0.262
comp61555_c0_seq1, 0.261
comp73136_c0_seq1, 0.261
comp38079_c1_seq1, 0.261
comp24957_c0_seq2, 0.260
comp22912_c0_seq1, 0.260
comp74575_c1_seq1, 0.259
comp335426_c0_seq1, 0.259
comp8387_c0_seq2, 0.258
comp203248_c0_seq1, 0.258
comp241515_c0_seq1, 0.255
comp99225_c0_seq1, 0.253
comp158342_c0_seq1, 0.253
comp75221_c0_seq2, 0.252
comp35422_c0_seq1, 0.249
comp62566_c0_seq7, 0.248
comp1077_c0_seq2, 0.246
comp72160_c0_seq1, 0.246
comp22047_c0_seq3, 0.244
comp13832_c0_seq1, 0.241
comp107502_c0_seq1, 0.240
comp55228_c0_seq4, 0.239
comp152973_c0_seq1, 0.239
comp12694_c0_seq4, 0.237
comp23376_c2_seq2, 0.235
comp11142_c0_seq14, 0.234
comp106154_c0_seq1, 0.232
comp179696_c0_seq1, 0.232
comp10559_c0_seq1, 0.231
comp173502_c0_seq1, 0.229
comp13540_c0_seq1, 0.223
comp125752_c0_seq1, 0.219
comp12_c46_seq8, 0.217
comp51431_c0_seq2, 0.217
comp49043_c0_seq1, 0.213
comp27305_c0_seq1, 0.213
comp3888_c0_seq1, 0.211
comp40406_c0_seq2, 0.207
comp533049_c0_seq1, 0.206
comp14699_c0_seq1, 0.201
comp64_c120_seq1, 0.200
comp55865_c0_seq1, 0.197
comp17054_c2_seq1, 0.197
comp188016_c0_seq1, 0.197
comp22258_c0_seq2, 0.187
