0,0.000073,0.250653,0.000004,0.634868,0.998743
1,0.000303,0.106682,0.010575,0.999952,0.000281
2,0.000002,0.993373,0.000002,0.000053,0.000178
3,0.000200,1.000000,0.385932,0.999999,0.013717
4,0.000003,0.002966,0.000453,0.044558,0.000099
5,0.999999,0.000404,0.005375,0.997397,0.009219
6,0.547317,0.926144,0.214777,0.145353,1.000000
7,0.999972,0.000000,1.000000,0.999852,0.000000
8,0.131186,0.002648,0.000735,0.003325,1.000000
9,0.000000,0.999590,0.000000,0.000004,0.998307
10,0.745501,0.231115,0.999985,0.997678,0.001052
11,0.998375,0.999999,0.004106,0.968713,0.000248
12,0.000474,0.000002,0.628531,0.999995,0.961635
13,0.000000,0.000145,0.000000,0.000002,0.000284
14,0.844246,0.000000,0.980210,0.999998,0.000006
15,0.964677,0.999981,0.994952,1.000000,0.005764
16,0.000891,0.999242,0.000047,0.432519,0.000045
17,0.999858,0.012692,0.999545,0.997644,0.025900
18,0.082159,0.995986,0.001946,0.161149,0.999816
19,0.096965,0.000462,0.000015,0.016177,0.999998
20,0.000002,1.000000,0.000744,0.014259,0.995311
21,0.999999,0.999122,0.999987,0.000276,0.928931
22,0.000002,1.000000,0.000744,0.014259,0.995311
23,1.000000,0.015561,0.672829,0.037303,0.000026
24,0.999999,0.000015,0.999822,0.752922,0.000023
25,0.000000,0.916548,0.093052,0.000087,0.554041
26,0.995230,1.000000,0.999998,0.007661,0.377606
27,0.000176,0.999552,0.000000,0.971592,0.999293
28,0.034249,0.000318,0.000006,0.020950,1.000000
29,0.000009,0.000802,0.000000,0.160396,1.000000
30,0.925334,0.000000,0.999971,0.914509,0.000007
31,0.000000,1.000000,0.000000,0.000003,1.000000
32,0.000000,0.000000,0.017645,0.000131,0.999950
33,0.999999,0.009115,0.999047,0.999009,0.983815
34,0.000819,0.000000,0.999287,0.000238,0.000002
35,0.996532,0.000024,0.812347,0.005425,0.004346
36,0.000000,1.000000,0.000000,0.000000,0.999818
37,0.992161,1.000000,0.999972,0.000209,0.308579
38,0.999999,0.089066,0.999999,0.000002,0.000005
39,0.999808,0.001349,0.000001,0.966076,1.000000
40,0.000000,0.999831,0.000000,0.000036,0.000263
41,1.000000,0.969544,0.999853,0.134670,0.979887
42,0.000000,0.003571,0.000023,0.000401,0.999999
43,0.704002,0.998959,0.999248,0.999959,0.001733
44,1.000000,0.999998,1.000000,0.916312,1.000000
45,0.002271,0.997633,0.027991,0.999998,0.239484
46,0.985482,0.000006,0.997708,0.999828,0.895071
47,0.999999,0.732915,0.004877,0.000003,0.000000
48,0.615890,0.992515,0.072013,1.000000,0.999442
49,0.000000,0.999993,0.021585,0.007808,1.000000
50,0.001540,0.999901,0.999998,0.039751,0.996875
51,0.000001,0.987248,0.996113,0.998956,0.000003
52,0.998839,0.999647,0.656593,0.998351,0.959780
53,0.999968,0.587630,0.999606,0.999329,0.999387
54,0.997873,0.021170,0.999341,0.000009,0.952318
55,0.162246,0.000026,0.000009,0.080608,0.000041
56,0.999997,0.000035,0.303336,0.001231,0.937515
57,0.000000,0.983547,0.000015,0.306006,0.001307
58,0.000252,1.000000,0.024669,0.000262,0.981433
59,1.000000,0.000127,0.039950,0.006986,0.036466
60,0.000391,0.000065,0.073789,0.910699,0.000582
61,0.214468,0.000143,0.973174,0.999995,0.000101
